id;name;geoid;geoname;value;datetime
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;175.74;2023-01-03T04:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;177.2;2023-01-03T05:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;198.9;2023-01-03T06:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;213.77;2023-01-03T07:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;252.17;2023-01-03T08:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;253.32;2023-01-03T09:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;278.03;2023-01-03T10:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;266.95;2023-01-03T11:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;251.14;2023-01-03T12:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;246.7;2023-01-03T13:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;196.27;2023-01-03T14:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;190.7;2023-01-03T15:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;210.11;2023-01-03T16:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;237.68;2023-01-03T17:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;298.14;2023-01-03T18:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;287.77;2023-01-03T19:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;276.71;2023-01-03T20:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;274.49;2023-01-03T21:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;209;2023-01-03T22:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;191.7;2023-01-03T23:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;182.6;2023-01-04T00:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;161.81;2023-01-04T01:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;154.17;2023-01-04T02:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;147.81;2023-01-04T03:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;142.74;2023-01-04T04:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;149.93;2023-01-04T05:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;168.09;2023-01-04T06:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;157.93;2023-01-04T07:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;213.25;2023-01-04T08:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;205.25;2023-01-04T09:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;239.74;2023-01-04T10:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;211.22;2023-01-04T11:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;221.63;2023-01-04T12:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;222.67;2023-01-04T13:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;176.59;2023-01-04T14:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;175.72;2023-01-04T15:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;182.43;2023-01-04T16:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;207.48;2023-01-04T17:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;300.19;2023-01-04T18:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;290.87;2023-01-04T19:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;278.02;2023-01-04T20:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;264.62;2023-01-04T21:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;203.72;2023-01-04T22:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;181.23;2023-01-04T23:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;147.83;2023-01-05T00:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;134.53;2023-01-05T01:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;125.31;2023-01-05T02:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;120.36;2023-01-05T03:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;118.39;2023-01-05T04:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;123.99;2023-01-05T05:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;151.45;2023-01-05T06:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;159.47;2023-01-05T07:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;214.61;2023-01-05T08:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;199.08;2023-01-05T09:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;221.46;2023-01-05T10:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;231.71;2023-01-05T11:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;216.3;2023-01-05T12:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;210.55;2023-01-05T13:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;161.03;2023-01-05T14:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;159.01;2023-01-05T15:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;164.28;2023-01-05T16:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;195.82;2023-01-05T17:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;296.42;2023-01-05T18:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;314.57;2023-01-05T19:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;298.02;2023-01-05T20:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;284.26;2023-01-05T21:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;217.77;2023-01-05T22:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;199.3;2023-01-05T23:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;159.69;2023-01-06T00:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;155.71;2023-01-06T01:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;154.41;2023-01-06T02:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;139.37;2023-01-06T03:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;134.02;2023-01-06T04:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;140.02;2023-01-06T05:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;154.05;2023-01-06T06:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;163.15;2023-01-06T07:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;180.5;2023-01-06T08:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;174.9;2023-01-06T09:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;166.47;2023-01-06T10:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;152.3;2023-01-06T11:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;144.54;2023-01-06T12:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;132.08;2023-01-06T13:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;119.6;2023-01-06T14:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;108.74;2023-01-06T15:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;123.79;2023-01-06T16:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;166.41;2023-01-06T17:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;173.49;2023-01-06T18:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;186.17;2023-01-06T19:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;186.11;2023-01-06T20:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;178.45;2023-01-06T21:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;139.37;2023-01-06T22:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;129.35;2023-01-06T23:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;98.99;2023-01-07T00:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;86.97;2023-01-07T01:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;74.28;2023-01-07T02:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;77.66;2023-01-07T03:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;73.14;2023-01-07T04:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;67.68;2023-01-07T05:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;65.21;2023-01-07T06:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;61.98;2023-01-07T07:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;64.98;2023-01-07T08:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;62.02;2023-01-07T09:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;50.66;2023-01-07T10:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;43.25;2023-01-07T11:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;38.76;2023-01-07T12:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;35.87;2023-01-07T13:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;32.89;2023-01-07T14:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;32.63;2023-01-07T15:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;40.94;2023-01-07T16:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;57.12;2023-01-07T17:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;71.48;2023-01-07T18:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;74.07;2023-01-07T19:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;81.97;2023-01-07T20:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;74.42;2023-01-07T21:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;59.4;2023-01-07T22:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;53.63;2023-01-07T23:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;45.77;2023-01-08T00:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;46.04;2023-01-08T01:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;46.94;2023-01-08T02:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;47.18;2023-01-08T03:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;47.56;2023-01-08T04:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;47.77;2023-01-08T05:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;46.82;2023-01-08T06:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;45.2;2023-01-08T07:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;46.46;2023-01-08T08:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;44.02;2023-01-08T09:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;39.31;2023-01-08T10:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;37.89;2023-01-08T11:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;34.61;2023-01-08T12:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;34.08;2023-01-08T13:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;33.32;2023-01-08T14:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;33.28;2023-01-08T15:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;35.35;2023-01-08T16:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;36.17;2023-01-08T17:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;44.67;2023-01-08T18:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;49.31;2023-01-08T19:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;67.5;2023-01-08T20:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;67.66;2023-01-08T21:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;46.42;2023-01-08T22:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;40.95;2023-01-08T23:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;41.07;2023-01-09T00:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;43.12;2023-01-09T01:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;44.46;2023-01-09T02:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;47.64;2023-01-09T03:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;49.81;2023-01-09T04:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;48.95;2023-01-09T05:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;69.22;2023-01-09T06:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;121.64;2023-01-09T07:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;184.62;2023-01-09T08:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;189.49;2023-01-09T09:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;233.16;2023-01-09T10:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;227.51;2023-01-09T11:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;216.58;2023-01-09T12:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;198.73;2023-01-09T13:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;140.33;2023-01-09T14:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;129.4;2023-01-09T15:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;162.01;2023-01-09T16:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;197.51;2023-01-09T17:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;282.04;2023-01-09T18:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;294.12;2023-01-09T19:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;282.12;2023-01-09T20:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;255.4;2023-01-09T21:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;202.31;2023-01-09T22:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;175.99;2023-01-09T23:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;156.84;2023-01-10T00:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;148.28;2023-01-10T01:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;147.51;2023-01-10T02:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;142.32;2023-01-10T03:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;145.95;2023-01-10T04:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;150.54;2023-01-10T05:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;167.88;2023-01-10T06:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;179.58;2023-01-10T07:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;215.27;2023-01-10T08:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;214.6;2023-01-10T09:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;240.25;2023-01-10T10:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;213.74;2023-01-10T11:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;210.18;2023-01-10T12:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;206.86;2023-01-10T13:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;157.66;2023-01-10T14:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;157.15;2023-01-10T15:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;165.68;2023-01-10T16:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;205.41;2023-01-10T17:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;266.46;2023-01-10T18:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;260.76;2023-01-10T19:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;240.79;2023-01-10T20:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;222.57;2023-01-10T21:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;160.46;2023-01-10T22:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;128.58;2023-01-10T23:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;73.95;2023-01-11T00:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;42.75;2023-01-11T01:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;40.45;2023-01-11T02:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;43.56;2023-01-11T03:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;43.96;2023-01-11T04:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;44.98;2023-01-11T05:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;111.26;2023-01-11T06:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;145.18;2023-01-11T07:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;213.2;2023-01-11T08:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;212.58;2023-01-11T09:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;248.72;2023-01-11T10:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;220.75;2023-01-11T11:00:00+01:00
1001;Término de facturación de energía activa del PVPC 2.0TD Península;8741;Península;208.92;2023-01-11T12:00:00+01:00
